ID_LISTKU,ZDROJOVY_SOUBOR,TURNE,DATUM,INFO_TEXT,CONTRIBUTOR_TEXT,SOUBOR_SKEN,CENA,MENA,SEKTOR_RADA_SEDADLO,SUPPORTING_ACT,SETLIST,POCET_SKLADEB,SETLIST_URL,SOUBOR_SKEN_1,KATEGORIE
TICKET_0297,konzert-joe-jackson-2022.html,"Sing, You Sinners! - Tour 2022",5th July 2022,"Bordeaux, France - Theatre Femina - 5th July 2022","Kike Morey, Spain",kk-joe-jackson-2022-07-05.jpg,77.30,EUR,Rang: Place,není k dispozici,"One More Time, Big Black Cloud, Sunday Papers, Dave, Look Sharp!, Fabulously Absolute, Solo (So Low), Real Men, Big Yellow Taxi, A Place in the Rain, Kings of the City, Blaze of Glory, Fool, Sing You Sinners, Is She Really Going Out With Him?, It's Different for Girls, I'm the Man, You Can't Get What You Want (Till You Know What You Want), Steppin' Out",19,https://www.setlist.fm/setlist/joe-jackson/2022/theatre-femina-bordeaux-france-23b514fb.html,kk-joe-jackson-2022-07-05.jpg,tickets
TICKET_0298,konzert-joe-jackson-2022.html,"Sing, You Sinners! - Tour 2022",8th July 2022,"Stuttgart, Germany - Altes Schloss - 8th July 2022","Andreas Wostrack, Germany",kk-joe-jackson-2022-07-08.jpg,90.00,EUR,"platz: 6, Reihe: Platz",není k dispozici,"One More Time, Big Black Cloud, Sunday Papers, Dave, Look Sharp!, Fabulously Absolute, Solo (So Low), Real Men, Big Yellow Taxi, Blaze of Glory, Fool, Sing You Sinners, Is She Really Going Out With Him?, It's Different for Girls, I'm the Man, You Can't Get What You Want (Till You Know What You Want), Steppin' Out, Alchemy",18,https://www.setlist.fm/setlist/joe-jackson/2022/altes-schloss-stuttgart-germany-3bb564e8.html,kk-joe-jackson-2022-07-08.jpg,tickets
TICKET_0299,konzert-joe-jackson-2022.html,"Sing, You Sinners! - Tour 2022",10th July 2022,"Brussels, Belgium - Ancienne Belgique, Grote Zaal - 10th July 2022","Marc Alsemgeest, Netherlands",kk-joe-jackson-2022-07-10.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"One More Time, Big Black Cloud, Sunday Papers, Dave, Look Sharp!, Fabulously Absolute, Solo (So Low), Real Men, The Mayor of Simpleton, The Blue Time, Nineteen Forever, Blaze of Glory, Fool, Sing You Sinners, Is She Really Going Out With Him?, It's Different for Girls, I'm the Man, You Can't Get What You Want (Till You Know What You Want), Steppin' Out",19,https://www.setlist.fm/setlist/joe-jackson/2022/ancienne-belgique-brussels-belgium-4bb573ee.html,kk-joe-jackson-2022-07-10.jpg,tickets
TICKET_0300,konzert-joe-jackson-2022.html,"Sing, You Sinners! - Tour 2022",21th July 2022,"Hamburg, Germany - Stadtpark Open Air - 21th July 2022","Rolf Thalmann, Germany",kk-joe-jackson-2022-07-21.jpg,77.99,EUR,Reihe: Platz,není k dispozici,"One More Time, Big Black Cloud, Sunday Papers, Dave, Look Sharp!, Fabulously Absolute, Solo (So Low), Knowing Me, Knowing You, Real Men, Kings of the City, Blaze of Glory, Fool, Sing You Sinners, Is She Really Going Out With Him?, It's Different for Girls, I'm the Man, You Can't Get What You Want (Till You Know What You Want), Steppin' Out",18,https://www.setlist.fm/setlist/joe-jackson/2022/stadtpark-freilichtbuhne-hamburg-germany-bb2c9c2.html,kk-joe-jackson-2022-07-21.jpg,tickets
TICKET_0301,konzert-joe-jackson-2022.html,"Sing, You Sinners! - Tour 2022",24th July 2022,"Frankfurt, Germany - Jahrhunderthalle - 24th July 2022","Andreas Wostrack, Germany",kk-joe-jackson-2022-07-24.jpg,není k dispozici,není k dispozici,Platz: Hochparkett,není k dispozici,"Sing You Sinners, One More Time, Big Black Cloud, Sunday Papers, Dave, Look Sharp!, Fabulously Absolute, Solo (So Low), Real Men, Big Yellow Taxi, Kings of the City, Tomorrow's World, Blaze of Glory, Fool, Sing You Sinners, Is She Really Going Out With Him?, It's Different for Girls, I'm the Man, You Can't Get What You Want (Till You Know What You Want), Steppin' Out, Alchemy",21,https://www.setlist.fm/setlist/joe-jackson/2022/jahrhunderthalle-frankfurt-germany-6bb2ca32.html,kk-joe-jackson-2022-07-24.jpg,tickets
TICKET_0302,konzert-joe-jackson-1973.html,Edward Bear,14th December 1973,"14th December 1973 - Technical High School, Portsmouth, U.K.","Tom-Robarts Arnold, U.K.",kk-edward-bear-1973.jpg,30,p,není k dispozici,není k dispozici,není k dispozici,1,není k dispozici,kk-edward-bear-1973.jpg,tickets
TICKET_0303,konzert-joe-jackson-2002.html,VOLUME 4 Tour,19th September 2002,"Brighton, U.K. - Concorde 2 - 19th September 2002","Martin Ayling, U.K.",kk-joe-jackson-2002-09-19.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"On Your Radio, Still Alive, Take It Like a Man, Look Sharp!, Stranger Than You, Thugz 'R' Us, Is She Really Going Out With Him?, One More Time, Blue Flame, Home Town, Any Major Dude Will Tell You, Be My Number Two, Fairy Dust, Sunday Papers, Little Bit Stupid, Bright Grey, I'm the Man, It's Different for Girls, Got the Time",19,https://www.setlist.fm/setlist/joe-jackson/2002/concorde-2-brighton-U.K.-1387a175.html,kk-joe-jackson-2002-09-19.jpg,tickets
TICKET_0304,konzert-joe-jackson-2002.html,VOLUME 4 Tour,21st September 2002,"21st September 2002 - Oxford, U.K. - The Zodiac","Bert Bos, Netherlands",kk-joe-jackson-2002-09-21.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"One More Time, Awkward Age, Take It Like a Man, Look Sharp!, Chrome, Thugz 'R' Us, Is She Really Going Out With Him?, On Your Radio, Love at First Light, Real Men, For No One, Be My Number Two, Stranger Than Fiction, Fairy Dust, Little Bit Stupid, Sunday Papers, Got the Time, It's Different for Girls, I'm the Man",19,https://www.setlist.fm/setlist/joe-jackson/2002/the-zodiac-oxford-U.K.-23eff0b7.html,kk-joe-jackson-2002-09-21.jpg,tickets
TICKET_0305,konzert-joe-jackson-2002.html,VOLUME 4 Tour,23rd September 2002,"23rd September 2002 - Portsmouth, U.K. - Wedgewood Rooms","Gert Schaumlöffel, Germany",kk-joe-jackson-2002-09-23.jpg,416.00,není k dispozici,není k dispozici,není k dispozici,"On Your Radio, Awkward Age, Take It Like a Man, Stranger Than You, Sunday Papers, Still Alive, Bright Grey, Is She Really Going Out With Him?, Blue Flame, Be My Number Two, Real Men, Eleanor Rigby, Home Town, Dirty Martini, Fairy Dust, Look Sharp!, Little Bit Stupid, One More Time, It's Different for Girls, I'm the Man",20,https://www.setlist.fm/setlist/joe-jackson/2002/wedgewood-rooms-portsmouth-U.K.-2beff0b2.html,kk-joe-jackson-2002-09-23.jpg,tickets
TICKET_0306,konzert-joe-jackson-2002.html,VOLUME 4 Tour,26th September 2002,"26th September 2002 - London, U.K. - The Marquee","Gert Schaumlöffel, Germany",kk-joe-jackson-2002-09-26.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"One More Time, Awkward Age, Take It Like a Man, Look Sharp!, Chrome, Thugz 'R' Us, Is She Really Going Out With Him?, On Your Radio, Love at First Light, Be My Number Two, Real Men, You Can't Be Too Strong, Home Town, Stranger Than Fiction, Fairy Dust, Little Bit Stupid, Sunday Papers, Got the Time, It's Different for Girls, I'm the Man",20,https://www.setlist.fm/setlist/joe-jackson/2002/marquee-club-london-U.K.-6bf37a72.html,kk-joe-jackson-2002-09-26.jpg,tickets
TICKET_0307,konzert-joe-jackson-2002.html,VOLUME 4 Tour,27th September 2002,"27th September 2002 - Northampton, U.K. - Soundhaus","Mike Baggaley, U.K.",kk-joe-jackson-2002-09-27.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"One More Time, Still Alive, Take It Like a Man, Look Sharp!, Bright Grey, Dirty Martini, Is She Really Going Out With Him?, On Your Radio, Blue Flame, Home Town, Satin Doll, Be My Number Two, Stranger Than Fiction, Fairy Dust, Little Bit Stupid, Sunday Papers, Got the Time, It's Different for Girls, I'm the Man",19,https://www.setlist.fm/setlist/joe-jackson/2002/the-soundhaus-northampton-U.K.-7bd922d4.html,kk-joe-jackson-2002-09-27.jpg,tickets
TICKET_0308,konzert-joe-jackson-2002.html,VOLUME 4 Tour,2002,2002 - Tourpass,"Gert Schaumlöffel, Germany","kk-joe-jackson-2002-pass-front.jpg, kk-joe-jackson-2002-pass-back.jpg",není k dispozici,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,není k dispozici,"kk-joe-jackson-2002-pass-front.jpg, kk-joe-jackson-2002-pass-back.jpg",passes
TICKET_0309,konzert-joe-jackson-1985.html,Unique Performance,17th March 1985,"Tokyo Symphony Orchestra performing: SHIJIN NO IE (HOUSE OF THE POET) 17th March 1985 - Tsubuka, Japan - Opening EXPO 85",anonymous,kk-joe-jackson-1985-03-17.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,není k dispozici,kk-joe-jackson-1985-03-17.jpg,tickets
