ID_LISTKU,ZDROJOVY_SOUBOR,TURNE,DATUM,INFO_TEXT,CONTRIBUTOR_TEXT,SOUBOR_SKEN,CENA,MENA,SEKTOR_RADA_SEDADLO,SUPPORTING_ACT,SETLIST,POCET_SKLADEB,SETLIST_URL,SOUBOR_SKEN_1,KATEGORIE
TICKET_0140_b,konzert-joe-jackson-2007.html,JOE JACKSON TRIO Tour 2,7th June 2007,"7th June 2007 - Antwerpen, Belgium - Koningin Elisabethzaal","Gert Schaumlöffel, Germany",kk-joe-jackson-2007-06-07-2.jpg,46.25,EUR,není k dispozici,Sonya Kitchell,"Steppin' Out, Another World, Citizen Sane, Rush Across the Road, Goin' Downtown, King Pleasure Time, On Your Radio, Solo (So Low), It's Different for Girls, Wasted Time, Chinatown, Dirty Martini, Inbetweenies, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, Dirty Love, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2007/koningin-elisabethzaal-antwerp-belgium-4bd4b362.html,kk-joe-jackson-2007-06-07-2.jpg,tickets
TICKET_0141,konzert-joe-jackson-2007.html,JOE JACKSON TRIO Tour 2,11th June 2007,"11th June 2007 - Barcelona, Spain - Bikini","Gert Schaumlöffel, Germany",kk-gs-joe-jackson-2007-06-11.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Another World, Invisible Man, Rush Across the Road, Cancer, King Pleasure Time, On Your Radio, Solo (So Low), It's Different for Girls, Wasted Time, Chinatown / Caravan, The Uptown Train, Take It Like a Man, You Can't Get What You Want (Till You Know What You Want), One More Time, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",18,https://www.setlist.fm/setlist/joe-jackson/2007/bikini-barcelona-spain-53edbbfd.html,kk-gs-joe-jackson-2007-06-11.jpg,tickets
TICKET_0142,konzert-joe-jackson-2007.html,JOE JACKSON TRIO Tour 2,2007,2007 - Tourpass,"Gert Schaumlöffel, Germany","kk-joe-jackson-2007-pass-front.jpg, kk-joe-jackson-2007-pass-back.jpg",není k dispozici,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,není k dispozici,"kk-joe-jackson-2007-pass-front.jpg, kk-joe-jackson-2007-pass-back.jpg",passes
TICKET_0143,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,18th May 1991,"18th May 1991 - Münster, Germany - Halle Münsterland","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-05-18.jpg,18.30,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Right and Wrong, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Stranger Than Fiction, Down to London, When You're Not Around, The Other Me, Fifty Dollar Love Affair, Real Men, You Can't Get What You Want (Till You Know What You Want), Another World, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, I'm the Man, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/1991/halle-munsterland-munster-germany-bfe91e2.html,kk-joe-jackson-1991-05-18.jpg,tickets
TICKET_0144,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,23th May 1991,"23th May 1991 - Manchester, U.K. - Apollo Theatre","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-05-23.jpg,není k dispozici,není k dispozici,není k dispozici,special quests,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/manchester-apollo-manchester-U.K.-1bd91d7c.html,kk-joe-jackson-1991-05-23.jpg,tickets
TICKET_0145_a,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,27th May 1991,"London, U.K. - Hammersmith Odeon - 27th May 1991 - 28th May 1991 - Steve Whitbread, U.K.","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-05-27.jpg,5.91,není k dispozici,není k dispozici,není k dispozici,"It's Different for Girls, Steppin' Out",2,https://www.setlist.fm/setlist/joe-jackson/1991/hammersmith-odeon-london-U.K.-7bf34260.html,kk-joe-jackson-1991-05-27.jpg,tickets
TICKET_0145_b,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,27th May 1991,"London, U.K. - Hammersmith Odeon - 27th May 1991 - 28th May 1991 - Steve Whitbread, U.K.","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-05-28.jpg,5.91,není k dispozici,není k dispozici,není k dispozici,"It's Different for Girls, Steppin' Out",2,https://www.setlist.fm/setlist/joe-jackson/1991/hammersmith-odeon-london-U.K.-7bf34260.html,kk-joe-jackson-1991-05-28.jpg,tickets
TICKET_0146,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,31st May 1991,"31st May 1991 - Hamburg, Germany, CCH 1 - Another Scan","Björn Krüger, Germany",kk-bk-022.jpg,není k dispozici,není k dispozici,Reihe: 49,není k dispozici,"Steppin' Out, Right and Wrong, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, You Can't Get What You Want (Till You Know What You Want), Fools in Love, The Other Me, Stranger Than Fiction, Real Men, Rant and Rave, Nineteen Forever, Another World, Hit Single, Oh Well, Jamie G., One More Time, I'm the Man, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/1991/cch-saal-1-hamburg-germany-53c11bd5.html,kk-bk-022.jpg,tickets
TICKET_0147,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,2nd June 1991,"2nd June 1991 - Rotterdam, Netherlands -  de Doelen","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-06-02.jpg,20.15,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/de-doelen-rotterdam-netherlands-3bfe9078.html,kk-joe-jackson-1991-06-02.jpg,tickets
TICKET_0148,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,6th June 1991,"6th June 1991 - Paris, France - Zénith","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-06-06.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Right and Wrong, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Stranger Than Fiction, Fools in Love, You Can't Get What You Want (Till You Know What You Want), Another World, Down to London, The Other Me, My House, Real Men, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, I'm the Man, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/1991/le-zenith-paris-france-23fe9033.html,kk-joe-jackson-1991-06-06.jpg,tickets
TICKET_0149,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,11th June 1991,"11th June 1991 - Milano, Italy - Teatro Smeraldo","Bob Smith, Italy",kk-joe-jackson-1991-06-11.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Right and Wrong, It's Different for Girls, Got the Time, Obvious Song, It’s All Too Much, You Can't Get What You Want (Till You Know What You Want), Another World, Fools in Love, The Other Me, My House, Home Town, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., Stranger Than Fiction, I'm the Man, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/1991/teatro-smeraldo-milan-italy-3bfe90c0.html,kk-joe-jackson-1991-06-11.jpg,tickets
TICKET_0150_a,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,15th June 1991,"15th June 1991 - Düsseldorf, Germany - Philipshalle - Björn Krüger, Germany - Oliver Pasch, Germany","Gert Schaumlöffel, Germany",kk-bk-010.jpg,19.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Right and Wrong, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Fools in Love, You Can't Get What You Want (Till You Know What You Want), Another World, Down to London, The Other Me, Real Men, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/1991/philipshalle-dusseldorf-germany-bf261fe.html,kk-bk-010.jpg,tickets
TICKET_0150_b,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,15th June 1991,"15th June 1991 - Düsseldorf, Germany - Philipshalle - Björn Krüger, Germany - Oliver Pasch, Germany","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-06-15-2.jpg,19.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Right and Wrong, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Fools in Love, You Can't Get What You Want (Till You Know What You Want), Another World, Down to London, The Other Me, Real Men, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/1991/philipshalle-dusseldorf-germany-bf261fe.html,kk-joe-jackson-1991-06-15-2.jpg,tickets
TICKET_0150_c,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,15th June 1991,"15th June 1991 - Düsseldorf, Germany - Philipshalle - Björn Krüger, Germany - Oliver Pasch, Germany","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-06-15-3.jpg,19.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Right and Wrong, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Fools in Love, You Can't Get What You Want (Till You Know What You Want), Another World, Down to London, The Other Me, Real Men, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/1991/philipshalle-dusseldorf-germany-bf261fe.html,kk-joe-jackson-1991-06-15-3.jpg,tickets
TICKET_0151,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,16th June 1991,"16th June 1991 - Stuttgart, Germany - Liederhalle, Beethovensaal","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-06-16.jpg,20.00,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/beethoven-saal-stuttgart-germany-23fe90ab.html,kk-joe-jackson-1991-06-16.jpg,tickets
TICKET_0152,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,17th June 1991,"17th June 1991 München (Munich), Germany - Circus Krone","Robert Keller, Germany",kk-joe-jackson-1991-06-17.jpg,19.00,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/circus-krone-munich-germany-3bfe90a8.html,kk-joe-jackson-1991-06-17.jpg,tickets
TICKET_0153,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,23rd June 1991,"23rd June 1991 - Toulouse, France - Palais des Sports","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-06-23.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Right and Wrong, It's Different for Girls, Got the Time, Obvious Song, When You're Not Around, You Can't Get What You Want (Till You Know What You Want), Another World, Goin' Downtown, Fifty Dollar Love Affair, The Other Me, Real Men, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/1991/palais-des-sports-toulouse-france-6bf4965a.html,kk-joe-jackson-1991-06-23.jpg,tickets
TICKET_0154,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,28th June 1991,"28th June 1991 - Nice, France - Théatre de Verdure","Gert Schaumlöffel, Germany",kk-gs-joe-jackson-1991-06-28.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/theatre-de-verdure-nice-france-5bfe937c.html,kk-gs-joe-jackson-1991-06-28.jpg,tickets
TICKET_0155,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,29th June 1991,"29th June 1991 - Belfort, France - Eurockéennes Festival","Steve Whitbread, U.K.",kk-joe-jackson-1991-06-29.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/presquile-de-malsaucy-belfort-france-5bfe9374.html,kk-joe-jackson-1991-06-29.jpg,tickets
TICKET_0156,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,10th July 1991,"10th July 1991 - Atlanta, GA, U.S.A. - Fabulous Fox Thratre - not in JJ Archive","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-07-10.jpg,10.19,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Right and Wrong, Fools in Love, Stranger Than Fiction, Another World, Look Sharp!, The Other Me, Real Men, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, I'm the Man, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/1991/fox-theatre-atlanta-ga-3b973c60.html,kk-joe-jackson-1991-07-10.jpg,tickets
TICKET_0157,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,21st July 1991,"21st July 1991 - Lowell, MA, U.S.A. - Lowell Memorial Auditorium","Ken Van Tassell, U.S.A.",kk-joe-jackson-1991-07-21.jpg,21.29,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/lowell-memorial-auditorium-lowell-ma-4bfe93e2.html,kk-joe-jackson-1991-07-21.jpg,tickets
TICKET_0158,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,23rd July 1991,"23rd July 1991 - Montreal, Canada - Théâtre St-Denis","Jason Glazer, Canada",kk-joe-jackson-1991-07-23.jpg,33.50,$,není k dispozici,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/theatre-st-denis-montreal-qc-canada-5bfe93e0.html,kk-joe-jackson-1991-07-23.jpg,tickets
TICKET_0159,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,27th July 1991,"27th July 1991 - Chicago, IL, U.S.A. - Chicago Theatre","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-07-27.jpg,není k dispozici,není k dispozici,SEAT: 2,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/the-chicago-theatre-chicago-il-5bd98768.html,kk-joe-jackson-1991-07-27.jpg,tickets
TICKET_0160_a,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,28th July 1991,"28th July 1991 - Chicago, IL, U.S.A. - Chicago Theatre - Gert Schaumlöffel, Germany","Judd Nissen, U.S.A.",kk-joe-jackson-1991-07-28.jpg,31.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, It's Different for Girls, Got the Time, Obvious Song, When You're Not Around, Fools in Love, Down to London, It’s All Too Much, Look Sharp!, The Other Me, My House, Home Town, Right and Wrong, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/1991/the-chicago-theatre-chicago-il-4bd9876e.html,kk-joe-jackson-1991-07-28.jpg,tickets
TICKET_0160_b,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,28th July 1991,"28th July 1991 - Chicago, IL, U.S.A. - Chicago Theatre - Gert Schaumlöffel, Germany","Judd Nissen, U.S.A.",kk-joe-jackson-1991-07-28-2.jpg,31.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, It's Different for Girls, Got the Time, Obvious Song, When You're Not Around, Fools in Love, Down to London, It’s All Too Much, Look Sharp!, The Other Me, My House, Home Town, Right and Wrong, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/1991/the-chicago-theatre-chicago-il-4bd9876e.html,kk-joe-jackson-1991-07-28-2.jpg,tickets
TICKET_0161_a,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,3rd August 1991,"3rd August 1991 - Berkeley, CA, U.S.A. - Greek Theatre (open air)","Gert Schaumlöffel, Germany",kk-gs-joe-jackson-1991-08-03.jpg,21.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Fools in Love, Hit Single, Chinatown, Another World, Look Sharp!, The Other Me, Real Men, Right and Wrong, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/1991/william-randolph-hearst-greek-theatre-berkeley-ca-53fce375.html,kk-gs-joe-jackson-1991-08-03.jpg,tickets
TICKET_0161_b,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,3rd August 1991,"3rd August 1991 - Berkeley, CA, U.S.A. - Greek Theatre (open air)","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-08-03.jpg,21.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Fools in Love, Hit Single, Chinatown, Another World, Look Sharp!, The Other Me, Real Men, Right and Wrong, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/1991/william-randolph-hearst-greek-theatre-berkeley-ca-53fce375.html,kk-joe-jackson-1991-08-03.jpg,tickets
TICKET_0162,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,6th August 1991,"6th August 1991 - Universal City, CA, U.S.A. - Universal Amphitheatre","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-08-06.jpg,21.00,není k dispozici,"SEC: 19, SEC: 19, SEC: TIONIAISLE, Row: ibox",není k dispozici,"Steppin' Out, It's Different for Girls, Got the Time, Obvious Song, Goin' Downtown, Fools in Love, Hit Single, You Can't Get What You Want (Till You Know What You Want), Another World, Look Sharp!, Fifty Dollar Love Affair, The Other Me, Real Men, Right and Wrong, Rant and Rave, Nineteen Forever, Oh Well, Jamie G., One More Time, Stranger Than Fiction, I'm the Man, A Slow Song",22,https://www.setlist.fm/setlist/joe-jackson/1991/universal-amphitheatre-universal-city-ca-2beb0c72.html,kk-joe-jackson-1991-08-06.jpg,tickets
TICKET_0163,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,7th August 1991,"7th August 1991 - Hollywood, CA, U.S.A. - Roxy Theatre","Gert Schaumlöffel, Germany",kk-joe-jackson-1991-08-07.jpg,není k dispozici,není k dispozici,"SEC: TION, SEAT: ADMISSION, SEC: TKON, SEAT: 4041735",není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1991/the-roxy-west-hollywood-ca-b96714e.html,kk-joe-jackson-1991-08-07.jpg,tickets
TICKET_0164,konzert-joe-jackson-1991.html,LAUGHTER & LUST  Tour,1991,"John Nyman, U.S.A. - Gert Schaumlöffel, Germany - Gert Schaumlöffel, Germany - Gert Schaumlöffel, Germany","Gert Schaumlöffel, Germany","kk-jn-08.jpg, kk-joe-jackson-1991-3.jpg, kk-gs-joe-jackson-1991-07-21.jpg, kk-joe-jackson-1991-4.jpg, kk-joe-jackson-1991-1.jpg, kk-joe-jackson-1991-2.jpg, kk-joe-jackson-1991-5.jpg",není k dispozici,není k dispozici,není k dispozici,JILL SOBULE JULY 15,není k dispozici,0,není k dispozici,"kk-jn-08.jpg, kk-joe-jackson-1991-3.jpg, kk-gs-joe-jackson-1991-07-21.jpg, kk-joe-jackson-1991-4.jpg, kk-joe-jackson-1991-1.jpg, kk-joe-jackson-1991-2.jpg, kk-joe-jackson-1991-5.jpg",tickets
TICKET_0165,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,5th February 2016,"5th February 2016 - Dublin, Ireland - Olympia Theatre","Gert Schaumlöffel, Germany",kk-joe-jackson-2016-02-05.jpg,není k dispozici,není k dispozici,"Row: RESERVED, SEAT: SEAT",není k dispozici,"It's Different for Girls, Home Town, Be My Number Two, Big Yellow Taxi, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), A Little Smile, Kings of the City, Poor Thing, The Blue Time, Obvious Song, Another World, Sunday Papers, Keep On Dreaming, Ode to Joy, Steppin' Out, Scary Monsters (and Super Creeps), One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/olympia-theatre-dublin-ireland-3f33dff.html,kk-joe-jackson-2016-02-05.jpg,tickets
TICKET_0166,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,8th February 2016,"8th February 2016 - Gateshead, U.K. - The Sage","Gert Schaumlöffel, Germany",kk-joe-jackson-2016-02-08.jpg,026.50,není k dispozici,"Row: G, Seat: 7",není k dispozici,"It's Different for Girls, Be My Number Two, Home Town, Girl, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), Junkie Diva, Kings of the City, A Little Smile, Another World, The Blue Time, Obvious Song, Sunday Papers, Keep On Dreaming, Ode to Joy, Steppin' Out, It Don't Mean a Thing (If It Ain't Got That Swing), One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/sage-gateshead-gateshead-U.K.-73f332a9.html,kk-joe-jackson-2016-02-08.jpg,tickets
TICKET_0167,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,11th February 2016,"11th February 2016 - Birmingham, U.K. - O2 Institute","Mike Baggaley, U.K.",kk-joe-jackson-2016-02-11.jpg,26.50,není k dispozici,není k dispozici,není k dispozici,"It's Different for Girls, Home Town, Be My Number Two, Big Yellow Taxi, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), Kings of the City, A Little Smile, Neon Rain, Love at First Light, Another World, Sunday Papers, See No Evil, Keep On Dreaming, Ode to Joy, Steppin' Out, It Don't Mean a Thing (If It Ain't Got That Swing), One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/o2-institute-birmingham-U.K.-7bf31e20.html,kk-joe-jackson-2016-02-11.jpg,tickets
TICKET_0168,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,13th February 2016,"13th February 2016 - London, U.K. - Palladium","Stefan Kunze, Germany",kk-joe-jackson-2016-02-13.jpg,39.00,není k dispozici,"SEAT: 22, SEAT: 0",10 0EC,"It's Different for Girls, Home Town, Be My Number Two, Big Yellow Taxi, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), A Little Smile, Kings of the City, Poor Thing, Another World, The Blue Time, Scary Monsters (and Super Creeps), Sunday Papers, Keep On Dreaming, Ode to Joy, Steppin' Out, See No Evil, One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/london-palladium-london-U.K.-63f31217.html,kk-joe-jackson-2016-02-13.jpg,tickets
TICKET_0169,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,15th February 2016,"15th February 2016 - Essen, Germany - Lichtburg - Barnie Rupprecht, Germany","Gert Schaumlöffel, Germany","kk-joe-jackson-2016-02-15.jpg, kk-joe-jackson-2016-02-15-2.jpg",55.00,EUR,Reihe: Platz,není k dispozici,"It's Different for Girls, Home Town, Be My Number Two, Big Yellow Taxi, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), Kings of the City, Poor Thing, The Blue Time, Another World, A Little Smile, Scary Monsters (and Super Creeps), Sunday Papers, Keep On Dreaming, Ode to Joy, Steppin' Out, See No Evil, One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/lichtburg-essen-germany-43f36f43.html,"kk-joe-jackson-2016-02-15.jpg, kk-joe-jackson-2016-02-15-2.jpg",tickets
TICKET_0170,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,18th February 2016,"18th February 2016 - Paris, France - L'Olympia","Olivier Popincourt, France",kk-joe-jackson-2016-02-18-op.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"It's Different for Girls, Home Town, Be My Number Two, Big Yellow Taxi, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), If It Wasn't for You, Kings of the City, A Little Smile, Another World, The Blue Time, Scary Monsters (and Super Creeps), Sunday Papers, Keep On Dreaming, Ode to Joy, Steppin' Out, See No Evil, One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/lolympia-bruno-coquatrix-paris-france-53f367d9.html,kk-joe-jackson-2016-02-18-op.jpg,tickets
TICKET_0171,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,21st February 2016,"21st February 2016 - Groningen, Netherlands - De Oosterpoort, Grote Zaal","Bert Bos, Netherlands",kk-joe-jackson-2016-02-21.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"It's Different for Girls, Home Town, Be My Number Two, Big Yellow Taxi, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), A Little Smile, Kings of the City, If It Wasn't for You, Chinatown, Love at First Light, Peter Gunn, Sunday Papers, Keep On Dreaming, Ode to Joy, Steppin' Out, See No Evil, One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/de-oosterpoort-groningen-netherlands-73f35aa5.html,kk-joe-jackson-2016-02-21.jpg,tickets
TICKET_0172,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,22nd February 2016,"22nd February 2016 - Brussels, Belgium - Ancienne Belgique - Hans Dessauvagie, Netherlands","Olivier Popincourt, France","kk-joe-jackson-2016-02-22.jpg, kk-joe-jackson-2016-02-22-op.jpg",31.00,€,není k dispozici,není k dispozici,"It's Different for Girls, Home Town, Be My Number Two, Big Yellow Taxi, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), A Little Smile, Kings of the City, Poor Thing, Another World, The Blue Time, Knowing Me, Knowing You, Sunday Papers, Keep On Dreaming, Ode to Joy, Steppin' Out, See No Evil, One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/ancienne-belgique-brussels-belgium-63f35aa7.html,"kk-joe-jackson-2016-02-22.jpg, kk-joe-jackson-2016-02-22-op.jpg",tickets
TICKET_0173,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,23th February 2016,"23th February 2016 - Lille, France - Théâtre Sébastopol","Claude Chantemarque, France",kk-joe-jackson-2016-02-23.jpg,není k dispozici,není k dispozici,Rang: Place,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/2016/theatre-sebastopol-lille-france-bf34d46.html,kk-joe-jackson-2016-02-23.jpg,tickets
TICKET_0174,konzert-joe-jackson-2016.html,Fast Forward Tour 2016,25th February 2016,"25th February 2016 - Nijmegen, Netherlands - De Vereeniging Grote Zaal","Gert Schaumlöffel, Germany",kk-joe-jackson-2016-02-25.jpg,20.00,není k dispozici,není k dispozici,není k dispozici,"It's Different for Girls, Home Town, Be My Number Two, Big Yellow Taxi, Fast Forward, Is She Really Going Out With Him?, Real Men, You Can't Get What You Want (Till You Know What You Want), A Little Smile, Kings of the City, Poor Thing, Another World, The Blue Time, It Don't Mean a Thing (If It Ain't Got That Swing), Sunday Papers, Keep On Dreaming, Ode to Joy, Steppin' Out, See No Evil, One More Time, A Slow Song",21,https://www.setlist.fm/setlist/joe-jackson/2016/de-vereeniging-nijmegen-netherlands-4bf343ee.html,kk-joe-jackson-2016-02-25.jpg,tickets
